#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-clamy-name	Best-hit-clamy-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:50640963	Ceric.1Z000100	Ceric.1Z000100.1	Ceric.1Z000100.1.p												
PAC:50587546	Ceric.09G085700	Ceric.09G085700.3	Ceric.09G085700.3.p												
PAC:50587082	Ceric.09G085800	Ceric.09G085800.1	Ceric.09G085800.1.p												
PAC:50588072	Ceric.09G085900	Ceric.09G085900.1	Ceric.09G085900.1.p												
PAC:50588073	Ceric.09G085900	Ceric.09G085900.2	Ceric.09G085900.2.p												
PAC:50587108	Ceric.09G086000	Ceric.09G086000.1	Ceric.09G086000.1.p	PF00248	PTHR11732 PTHR11732:SF226	EC:1.1.1.317	KOG1575		GO:0016491 GO:0055114	AT1G60710	NAD(P)-linked oxidoreductase superfamily protein	Cre11.g467622	(1 of 1) 1.1.1.317 - Perakine reductase	LOC_Os04g26910	oxidoreductase, aldo/keto reductase family protein, putative, expressed
PAC:50588471	Ceric.09G086100	Ceric.09G086100.1	Ceric.09G086100.1.p	PF00248	PTHR11732 PTHR11732:SF226	EC:1.1.1.317	KOG1575		GO:0016491 GO:0055114	AT1G60710	NAD(P)-linked oxidoreductase superfamily protein	Cre11.g467622	(1 of 1) 1.1.1.317 - Perakine reductase	LOC_Os04g26910	oxidoreductase, aldo/keto reductase family protein, putative, expressed
PAC:50588472	Ceric.09G086100	Ceric.09G086100.2	Ceric.09G086100.2.p	PF00248	PTHR11732 PTHR11732:SF12	EC:1.1.1.317	KOG1575		GO:0016491 GO:0055114	AT1G60710	NAD(P)-linked oxidoreductase superfamily protein	Cre11.g467622	(1 of 1) 1.1.1.317 - Perakine reductase	LOC_Os04g26910	oxidoreductase, aldo/keto reductase family protein, putative, expressed
PAC:50588590	Ceric.09G086200	Ceric.09G086200.1	Ceric.09G086200.1.p	PF07983	PTHR31044	EC:3.2.1.39									
PAC:50588591	Ceric.09G086200	Ceric.09G086200.2	Ceric.09G086200.2.p	PF07983	PTHR31044 PTHR31044:SF19	EC:3.2.1.39									
PAC:50588592	Ceric.09G086200	Ceric.09G086200.3	Ceric.09G086200.3.p	PF07983	PTHR31044 PTHR31044:SF19	EC:3.2.1.39									
PAC:50587742	Ceric.09G086300	Ceric.09G086300.1	Ceric.09G086300.1.p	PF13920	PTHR22996		KOG4265		GO:0005515 GO:0008270			Cre03.g173900	(1 of 1) PTHR22996 - MAHOGUNIN		
PAC:50587743	Ceric.09G086300	Ceric.09G086300.2	Ceric.09G086300.2.p	PF13920	PTHR22996		KOG4265		GO:0005515 GO:0008270			Cre03.g173900	(1 of 1) PTHR22996 - MAHOGUNIN		
PAC:50587744	Ceric.09G086300	Ceric.09G086300.3	Ceric.09G086300.3.p	PF13920	PTHR22996		KOG4265		GO:0005515 GO:0008270			Cre03.g173900	(1 of 1) PTHR22996 - MAHOGUNIN		
PAC:50586946	Ceric.09G086400	Ceric.09G086400.1	Ceric.09G086400.1.p	PF00153	PTHR24089 PTHR24089:SF368		KOG0769	K13354		AT2G39970	Mitochondrial substrate carrier family protein	Cre07.g353300	Mitochondrial substrate carrier protein	LOC_Os03g15860	mitochondrial carrier protein, putative, expressed
PAC:50586947	Ceric.09G086400	Ceric.09G086400.2	Ceric.09G086400.2.p	PF00153	PTHR24089 PTHR24089:SF368		KOG0769	K13354		AT2G39970	Mitochondrial substrate carrier family protein	Cre07.g353300	Mitochondrial substrate carrier protein	LOC_Os03g15860	mitochondrial carrier protein, putative, expressed
PAC:50586948	Ceric.09G086400	Ceric.09G086400.3	Ceric.09G086400.3.p	PF00153	PTHR24089 PTHR24089:SF368					AT2G39970	Mitochondrial substrate carrier family protein	Cre07.g353300	Mitochondrial substrate carrier protein	LOC_Os03g15860	mitochondrial carrier protein, putative, expressed
PAC:50586673	Ceric.09G086500	Ceric.09G086500.1	Ceric.09G086500.1.p	PF06552						AT5G41950	Tetratricopeptide repeat (TPR)-like superfamily protein			LOC_Os03g02270	expressed protein
PAC:50586675	Ceric.09G086500	Ceric.09G086500.2	Ceric.09G086500.2.p	PF06552						AT5G41950	Tetratricopeptide repeat (TPR)-like superfamily protein			LOC_Os03g02270	expressed protein
PAC:50586674	Ceric.09G086500	Ceric.09G086500.3	Ceric.09G086500.3.p	PF06552						AT5G41950	Tetratricopeptide repeat (TPR)-like superfamily protein			LOC_Os03g02270	expressed protein
PAC:50586676	Ceric.09G086500	Ceric.09G086500.4	Ceric.09G086500.4.p	PF06552						AT5G41950	Tetratricopeptide repeat (TPR)-like superfamily protein			LOC_Os03g02270	expressed protein
PAC:50586677	Ceric.09G086500	Ceric.09G086500.5	Ceric.09G086500.5.p	PF06552						AT5G41950	Tetratricopeptide repeat (TPR)-like superfamily protein			LOC_Os03g02270	expressed protein
PAC:50588461	Ceric.09G086600	Ceric.09G086600.1	Ceric.09G086600.1.p									Cre02.g147000			
PAC:50588462	Ceric.09G086600	Ceric.09G086600.2	Ceric.09G086600.2.p									Cre02.g147000			
PAC:50587004	Ceric.09G086700	Ceric.09G086700.1	Ceric.09G086700.1.p		PTHR33427										
PAC:50588515	Ceric.09G086800	Ceric.09G086800.1	Ceric.09G086800.1.p	PF01553 PF16076	PTHR10983 PTHR10983:SF23	EC:2.3.1.51	KOG1505	K13523	GO:0008152 GO:0016746	AT3G57650	lysophosphatidyl acyltransferase 2			LOC_Os11g41900	acyltransferase, putative, expressed
PAC:50588516	Ceric.09G086800	Ceric.09G086800.2	Ceric.09G086800.2.p	PF01553 PF16076	PTHR10983 PTHR10983:SF23	EC:2.3.1.51	KOG1505	K13523	GO:0008152 GO:0016746	AT3G57650	lysophosphatidyl acyltransferase 2			LOC_Os11g41900	acyltransferase, putative, expressed
PAC:50588518	Ceric.09G086800	Ceric.09G086800.3	Ceric.09G086800.3.p	PF01553 PF16076	PTHR10983 PTHR10983:SF23	EC:2.3.1.51			GO:0008152 GO:0016746	AT3G57650	lysophosphatidyl acyltransferase 2			LOC_Os11g41900	acyltransferase, putative, expressed
PAC:50588517	Ceric.09G086800	Ceric.09G086800.4	Ceric.09G086800.4.p	PF01553 PF16076	PTHR10983 PTHR10983:SF23	EC:2.3.1.51			GO:0008152 GO:0016746	AT3G57650	lysophosphatidyl acyltransferase 2			LOC_Os11g41900	acyltransferase, putative, expressed
PAC:50588519	Ceric.09G086800	Ceric.09G086800.5	Ceric.09G086800.5.p			EC:2.3.1.51				AT3G57650	lysophosphatidyl acyltransferase 2			LOC_Os11g41900	acyltransferase, putative, expressed
PAC:50588112	Ceric.09G086900	Ceric.09G086900.1	Ceric.09G086900.1.p	PF00230	PTHR19139 PTHR19139:SF144		KOG0223		GO:0005215 GO:0006810 GO:0016020						
PAC:50586887	Ceric.09G087000	Ceric.09G087000.1	Ceric.09G087000.1.p	PF02902	PTHR12606 PTHR12606:SF15	EC:3.4.22.68	KOG3246	K08597	GO:0006508 GO:0008234	AT5G60190	Cysteine proteinases superfamily protein	Cre01.g055050	(1 of 1) K08597 - sentrin-specific protease 8 [EC:3.4.22.68] (SENP8, NEDP1, DEN1)	LOC_Os11g01180	ulp1 protease family protein, putative, expressed
PAC:50586888	Ceric.09G087000	Ceric.09G087000.2	Ceric.09G087000.2.p	PF02902	PTHR12606 PTHR12606:SF15	EC:3.4.22.68	KOG3246	K08597	GO:0006508 GO:0008234	AT5G60190	Cysteine proteinases superfamily protein	Cre01.g055050	(1 of 1) K08597 - sentrin-specific protease 8 [EC:3.4.22.68] (SENP8, NEDP1, DEN1)	LOC_Os11g01180	ulp1 protease family protein, putative, expressed
PAC:50587786	Ceric.09G087100	Ceric.09G087100.1	Ceric.09G087100.1.p	PF07690	PTHR24064 PTHR24064:SF274	EC:3.6.3.27		K08176	GO:0005315 GO:0006817 GO:0016021 GO:0055085	AT5G43360	phosphate transporter 1;3	Cre16.g686800	Proton/phosphate symporter, splice variant b	LOC_Os04g10750	inorganic phosphate transporter, putative, expressed
PAC:50587787	Ceric.09G087100	Ceric.09G087100.2	Ceric.09G087100.2.p	PF07690	PTHR24064 PTHR24064:SF274	EC:3.6.3.27		K08176	GO:0005315 GO:0006817 GO:0016021 GO:0055085	AT5G43360	phosphate transporter 1;3	Cre16.g686800	Proton/phosphate symporter, splice variant b	LOC_Os04g10750	inorganic phosphate transporter, putative, expressed
PAC:50587788	Ceric.09G087100	Ceric.09G087100.3	Ceric.09G087100.3.p	PF07690	PTHR24064 PTHR24064:SF274	EC:3.6.3.27			GO:0005315 GO:0006817 GO:0016021 GO:0055085	AT5G43360	phosphate transporter 1;3	Cre16.g686800	Proton/phosphate symporter, splice variant b	LOC_Os04g10750	inorganic phosphate transporter, putative, expressed
PAC:50588016	Ceric.09G087200	Ceric.09G087200.1	Ceric.09G087200.1.p	PF00293	PTHR13994	EC:3.6.1.13 EC:3.6.1.22	KOG0648		GO:0016787	AT5G47650	nudix hydrolase homolog 2	Cre08.g367800	Nucleoside diphosphate hydrolase	LOC_Os06g42790	hydrolase, NUDIX family, domain containing protein, expressed
PAC:50588018	Ceric.09G087200	Ceric.09G087200.2	Ceric.09G087200.2.p	PF00293	PTHR13994	EC:3.6.1.13 EC:3.6.1.22	KOG0648		GO:0016787	AT5G47650	nudix hydrolase homolog 2	Cre08.g367800	Nucleoside diphosphate hydrolase	LOC_Os06g42790	hydrolase, NUDIX family, domain containing protein, expressed
PAC:50588019	Ceric.09G087200	Ceric.09G087200.3	Ceric.09G087200.3.p	PF00293	PTHR13994	EC:3.6.1.13 EC:3.6.1.22	KOG0648		GO:0016787	AT5G47650	nudix hydrolase homolog 2	Cre08.g367800	Nucleoside diphosphate hydrolase	LOC_Os06g42790	hydrolase, NUDIX family, domain containing protein, expressed
PAC:50588017	Ceric.09G087200	Ceric.09G087200.4	Ceric.09G087200.4.p	PF00293	PTHR13994	EC:3.6.1.13 EC:3.6.1.22	KOG0648		GO:0016787	AT5G47650	nudix hydrolase homolog 2	Cre08.g367800	Nucleoside diphosphate hydrolase	LOC_Os06g42790	hydrolase, NUDIX family, domain containing protein, expressed
PAC:50587750	Ceric.09G087300	Ceric.09G087300.1	Ceric.09G087300.1.p	PF00249 PF00538	PTHR11467 PTHR11467:SF27			K09422	GO:0000786 GO:0003677 GO:0005634 GO:0006334						
PAC:50587752	Ceric.09G087300	Ceric.09G087300.2	Ceric.09G087300.2.p	PF00249 PF00538	PTHR11467 PTHR11467:SF27			K09422	GO:0000786 GO:0003677 GO:0005634 GO:0006334						
PAC:50587751	Ceric.09G087300	Ceric.09G087300.3	Ceric.09G087300.3.p	PF00249 PF00538	PTHR11467 PTHR11467:SF27			K09422	GO:0000786 GO:0003677 GO:0005634 GO:0006334						
PAC:50586781	Ceric.09G087400	Ceric.09G087400.1	Ceric.09G087400.1.p	PF01535 PF13041	PTHR24015										
PAC:50586782	Ceric.09G087400	Ceric.09G087400.2	Ceric.09G087400.2.p	PF01535 PF13041	PTHR24015										
PAC:50588418	Ceric.09G087500	Ceric.09G087500.1	Ceric.09G087500.1.p												
PAC:50587165	Ceric.09G087600	Ceric.09G087600.1	Ceric.09G087600.1.p	PF00332	PTHR32227 PTHR32227:SF116	EC:3.2.1.39			GO:0004553 GO:0005975						
PAC:50587465	Ceric.09G087700	Ceric.09G087700.1	Ceric.09G087700.1.p	PF00625 PF01344	PTHR23117 PTHR23117:SF13	EC:2.7.4.8	KOG0707	K00942	GO:0004385 GO:0005515 GO:0006163	AT3G57550	guanylate kinase			LOC_Os12g33100	guanylate kinase, putative, expressed
PAC:50587467	Ceric.09G087700	Ceric.09G087700.2	Ceric.09G087700.2.p	PF00625 PF01344	PTHR23117 PTHR23117:SF13	EC:2.7.4.8	KOG0707	K00942	GO:0004385 GO:0005515 GO:0006163	AT3G57550	guanylate kinase			LOC_Os12g33100	guanylate kinase, putative, expressed
PAC:50587466	Ceric.09G087700	Ceric.09G087700.3	Ceric.09G087700.3.p	PF00625 PF01344	PTHR23117 PTHR23117:SF13	EC:2.7.4.8	KOG0707	K00942	GO:0004385 GO:0005515 GO:0006163	AT3G57550	guanylate kinase			LOC_Os12g33100	guanylate kinase, putative, expressed
PAC:50587468	Ceric.09G087700	Ceric.09G087700.4	Ceric.09G087700.4.p	PF00625	PTHR23117 PTHR23117:SF13	EC:2.7.4.8	KOG0707		GO:0004385 GO:0006163	AT3G57550	guanylate kinase			LOC_Os12g33100	guanylate kinase, putative, expressed
PAC:50587271	Ceric.09G087800	Ceric.09G087800.1	Ceric.09G087800.1.p												
PAC:50587272	Ceric.09G087800	Ceric.09G087800.2	Ceric.09G087800.2.p												
PAC:50586576	Ceric.09G087900	Ceric.09G087900.1	Ceric.09G087900.1.p												
PAC:50587727	Ceric.09G088000	Ceric.09G088000.1	Ceric.09G088000.1.p	PF00226	PTHR24078					AT3G62190	Chaperone DnaJ-domain superfamily protein			LOC_Os07g44310	heat shock protein DnaJ, putative, expressed
PAC:50587728	Ceric.09G088000	Ceric.09G088000.2	Ceric.09G088000.2.p							AT3G62190	Chaperone DnaJ-domain superfamily protein			LOC_Os07g44310	heat shock protein DnaJ, putative, expressed
PAC:50586807	Ceric.09G088100	Ceric.09G088100.1	Ceric.09G088100.1.p	PF05678											
PAC:50586932	Ceric.09G088200	Ceric.09G088200.1	Ceric.09G088200.1.p	PF08293	PTHR13362 PTHR13362:SF2		KOG4844	K17411		AT5G44710	(1 of 1) PTHR13362 - MITOCHONDRIAL RIBOSOMAL PROTEIN S33			LOC_Os05g05560	expressed protein
PAC:50587294	Ceric.09G088300	Ceric.09G088300.1	Ceric.09G088300.1.p												
PAC:50587278	Ceric.09G088400	Ceric.09G088400.1	Ceric.09G088400.1.p												
PAC:50587279	Ceric.09G088400	Ceric.09G088400.2	Ceric.09G088400.2.p												
PAC:50587620	Ceric.09G088500	Ceric.09G088500.1	Ceric.09G088500.1.p	PF07714	PTHR11042 PTHR11042:SF69	EC:2.7.10.2	KOG0198 KOG0581	K06632	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G02970	WEE1 kinase homolog	Cre07.g355250	CDK inhibitory kinase	LOC_Os02g04240	wee1-like protein kinase, putative, expressed
PAC:50587621	Ceric.09G088500	Ceric.09G088500.2	Ceric.09G088500.2.p	PF07714	PTHR11042 PTHR11042:SF69	EC:2.7.10.2	KOG0198 KOG0581	K06632	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G02970	WEE1 kinase homolog	Cre07.g355250	CDK inhibitory kinase	LOC_Os02g04240	wee1-like protein kinase, putative, expressed
PAC:50587622	Ceric.09G088500	Ceric.09G088500.3	Ceric.09G088500.3.p	PF07714	PTHR11042 PTHR11042:SF69	EC:2.7.10.2	KOG0198 KOG0581		GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G02970	WEE1 kinase homolog	Cre07.g355250	CDK inhibitory kinase	LOC_Os02g04240	wee1-like protein kinase, putative, expressed
PAC:50586710	Ceric.09G088600	Ceric.09G088600.1	Ceric.09G088600.1.p		PTHR12444 PTHR12444:SF3		KOG1877			AT2G41830	Uncharacterized protein	Cre01.g024950	(1 of 1) PTHR12444:SF0 - PROTEIN EFR3 HOMOLOG CMP44E	LOC_Os02g53990	cyclin-related protein, putative, expressed
PAC:50586712	Ceric.09G088600	Ceric.09G088600.2	Ceric.09G088600.2.p		PTHR12444 PTHR12444:SF3		KOG1877			AT2G41830	Uncharacterized protein	Cre01.g024950	(1 of 1) PTHR12444:SF0 - PROTEIN EFR3 HOMOLOG CMP44E	LOC_Os02g53990	cyclin-related protein, putative, expressed
PAC:50586711	Ceric.09G088600	Ceric.09G088600.3	Ceric.09G088600.3.p		PTHR12444 PTHR12444:SF3		KOG1877			AT2G41830	Uncharacterized protein	Cre01.g024950	(1 of 1) PTHR12444:SF0 - PROTEIN EFR3 HOMOLOG CMP44E	LOC_Os02g53990	cyclin-related protein, putative, expressed
PAC:50586713	Ceric.09G088600	Ceric.09G088600.4	Ceric.09G088600.4.p		PTHR12444 PTHR12444:SF3		KOG1877			AT2G41830	Uncharacterized protein	Cre01.g024950	(1 of 1) PTHR12444:SF0 - PROTEIN EFR3 HOMOLOG CMP44E	LOC_Os02g53990	cyclin-related protein, putative, expressed
PAC:50587966	Ceric.09G088700	Ceric.09G088700.1	Ceric.09G088700.1.p	PF00400 PF08799	PTHR19846			K12662	GO:0005515 GO:0008380	AT2G41500	WD-40 repeat family protein / small nuclear ribonucleoprotein Prp4p-related	Cre16.g662800	Splicing factor, component of the U4/U6-U5 snRNP complex	LOC_Os03g23935	WD domain, G-beta repeat domain containing protein, expressed
PAC:50587967	Ceric.09G088700	Ceric.09G088700.2	Ceric.09G088700.2.p	PF00400 PF08799	PTHR19846 PTHR19846:SF0		KOG0272		GO:0005515 GO:0008380	AT2G41500	WD-40 repeat family protein / small nuclear ribonucleoprotein Prp4p-related	Cre16.g662800	Splicing factor, component of the U4/U6-U5 snRNP complex	LOC_Os03g23935	WD domain, G-beta repeat domain containing protein, expressed
PAC:50587968	Ceric.09G088700	Ceric.09G088700.3	Ceric.09G088700.3.p	PF00400	PTHR19846 PTHR19846:SF0				GO:0005515	AT2G41500	WD-40 repeat family protein / small nuclear ribonucleoprotein Prp4p-related	Cre16.g662800	Splicing factor, component of the U4/U6-U5 snRNP complex	LOC_Os03g23935	WD domain, G-beta repeat domain containing protein, expressed
PAC:50588385	Ceric.09G088800	Ceric.09G088800.1	Ceric.09G088800.1.p												
PAC:50586855	Ceric.09G088900	Ceric.09G088900.1	Ceric.09G088900.1.p	PF00010					GO:0046983	AT1G62975	basic helix-loop-helix (bHLH) DNA-binding superfamily protein				
PAC:50586856	Ceric.09G088900	Ceric.09G088900.2	Ceric.09G088900.2.p	PF00010					GO:0046983	AT1G62975	basic helix-loop-helix (bHLH) DNA-binding superfamily protein				
PAC:50587261	Ceric.09G089000	Ceric.09G089000.1	Ceric.09G089000.1.p	PF00010					GO:0046983	AT1G62975	basic helix-loop-helix (bHLH) DNA-binding superfamily protein				
PAC:50587063	Ceric.09G089100	Ceric.09G089100.1	Ceric.09G089100.1.p	PF00069 PF00560 PF08263 PF13855	PTHR27000	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587064	Ceric.09G089100	Ceric.09G089100.2	Ceric.09G089100.2.p	PF00069 PF00560 PF08263 PF13855	PTHR27000	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587066	Ceric.09G089100	Ceric.09G089100.3	Ceric.09G089100.3.p	PF00069 PF00560 PF08263 PF13855	PTHR27000	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587065	Ceric.09G089100	Ceric.09G089100.4	Ceric.09G089100.4.p	PF00069 PF00560 PF08263 PF13855	PTHR27000	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587961	Ceric.09G089200	Ceric.09G089200.1	Ceric.09G089200.1.p	PF00069 PF00560 PF08263 PF13855	PTHR27000	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587962	Ceric.09G089200	Ceric.09G089200.2	Ceric.09G089200.2.p	PF00069 PF00560 PF08263 PF13855	PTHR27000	EC:2.7.11.1	KOG0472		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587964	Ceric.09G089200	Ceric.09G089200.3	Ceric.09G089200.3.p	PF00069 PF00560 PF13855	PTHR27000	EC:2.7.11.1	KOG0472		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587963	Ceric.09G089200	Ceric.09G089200.4	Ceric.09G089200.4.p	PF00560 PF08263 PF13855	PTHR27000	EC:2.7.11.1	KOG0472		GO:0005515			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50587965	Ceric.09G089200	Ceric.09G089200.5	Ceric.09G089200.5.p	PF00069 PF13855	PTHR27000	EC:2.7.11.1			GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468			Cre17.g720300	(1 of 4) PTHR27000//PTHR27000:SF160 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED		
PAC:50586727	Ceric.09G089300	Ceric.09G089300.1	Ceric.09G089300.1.p	PF13041	PTHR24015										
PAC:50586729	Ceric.09G089300	Ceric.09G089300.2	Ceric.09G089300.2.p	PF12854 PF13041	PTHR24015										
PAC:50586728	Ceric.09G089300	Ceric.09G089300.3	Ceric.09G089300.3.p	PF13041	PTHR24015										
PAC:50587695	Ceric.09G089400	Ceric.09G089400.1	Ceric.09G089400.1.p	PF02365	PTHR31989 PTHR31989:SF46				GO:0003677 GO:0006355	AT5G24590	TCV-interacting protein				
PAC:50587697	Ceric.09G089400	Ceric.09G089400.2	Ceric.09G089400.2.p	PF02365	PTHR31989 PTHR31989:SF46				GO:0003677 GO:0006355	AT5G24590	TCV-interacting protein				
PAC:50587699	Ceric.09G089400	Ceric.09G089400.3	Ceric.09G089400.3.p	PF02365	PTHR31989 PTHR31989:SF46				GO:0003677 GO:0006355	AT5G24590	TCV-interacting protein				
PAC:50587696	Ceric.09G089400	Ceric.09G089400.4	Ceric.09G089400.4.p	PF02365	PTHR31989 PTHR31989:SF46				GO:0003677 GO:0006355	AT5G24590	TCV-interacting protein				
PAC:50587698	Ceric.09G089400	Ceric.09G089400.5	Ceric.09G089400.5.p	PF02365	PTHR31989 PTHR31989:SF46				GO:0003677 GO:0006355	AT5G24590	TCV-interacting protein				
PAC:50587890	Ceric.09G089500	Ceric.09G089500.1	Ceric.09G089500.1.p	PF13621	PTHR12461 PTHR12461:SF2		KOG2508	K19219				Cre03.g175750	(1 of 1) PTHR12461:SF2 - JMJC DOMAIN-CONTAINING PROTEIN 7	LOC_Os09g31050	cytosolic phospholipase A2 beta, putative, expressed
PAC:50587891	Ceric.09G089500	Ceric.09G089500.2	Ceric.09G089500.2.p	PF13621	PTHR12461 PTHR12461:SF2			K19219				Cre03.g175750	(1 of 1) PTHR12461:SF2 - JMJC DOMAIN-CONTAINING PROTEIN 7	LOC_Os09g31050	cytosolic phospholipase A2 beta, putative, expressed
PAC:50586583	Ceric.09G089600	Ceric.09G089600.1	Ceric.09G089600.1.p												
PAC:50587951	Ceric.09G089700	Ceric.09G089700.1	Ceric.09G089700.1.p	PF13975											
PAC:50587315	Ceric.09G089800	Ceric.09G089800.1	Ceric.09G089800.1.p												
PAC:50588097	Ceric.09G089900	Ceric.09G089900.1	Ceric.09G089900.1.p	PF01501	PTHR13778 PTHR13778:SF7	EC:2.4.1.43			GO:0016757	AT3G28340	galacturonosyltransferase-like 10			LOC_Os03g24510	glycosyl transferase 8 domain containing protein, putative, expressed
PAC:50587499	Ceric.09G090000	Ceric.09G090000.1	Ceric.09G090000.1.p												
PAC:50587500	Ceric.09G090000	Ceric.09G090000.2	Ceric.09G090000.2.p												
PAC:50586586	Ceric.09G090100	Ceric.09G090100.1	Ceric.09G090100.1.p												
PAC:50586587	Ceric.09G090100	Ceric.09G090100.2	Ceric.09G090100.2.p												
PAC:50586589	Ceric.09G090100	Ceric.09G090100.3	Ceric.09G090100.3.p												
PAC:50586588	Ceric.09G090100	Ceric.09G090100.4	Ceric.09G090100.4.p												
PAC:50587502	Ceric.09G090200	Ceric.09G090200.1	Ceric.09G090200.1.p	PF01734 PF11815	PTHR14226 PTHR14226:SF30	EC:3.1.1.3		K14674	GO:0004806 GO:0006629			Cre17.g699100	Triacylglycerol lipase		
PAC:50587504	Ceric.09G090200	Ceric.09G090200.2	Ceric.09G090200.2.p	PF01734 PF11815	PTHR14226 PTHR14226:SF30	EC:3.1.1.3		K14674	GO:0004806 GO:0006629			Cre17.g699100	Triacylglycerol lipase		
PAC:50587503	Ceric.09G090200	Ceric.09G090200.3	Ceric.09G090200.3.p	PF01734 PF11815	PTHR14226 PTHR14226:SF30	EC:3.1.1.3		K14674	GO:0004806 GO:0006629			Cre17.g699100	Triacylglycerol lipase		
PAC:50586632	Ceric.09G090300	Ceric.09G090300.1	Ceric.09G090300.1.p	PF00697	PTHR22854 PTHR22854:SF6	EC:5.3.1.24		K01817	GO:0004640 GO:0006568						
PAC:50587109	Ceric.09G090400	Ceric.09G090400.1	Ceric.09G090400.1.p	PF00697	PTHR20953 PTHR20953:SF4	EC:5.3.1.24			GO:0004640 GO:0006568						
PAC:50587983	Ceric.09G090500	Ceric.09G090500.1	Ceric.09G090500.1.p												
PAC:50587195	Ceric.09G090600	Ceric.09G090600.1	Ceric.09G090600.1.p	PF08627	PTHR14233 PTHR14233:SF4										
PAC:50587718	Ceric.09G090700	Ceric.09G090700.1	Ceric.09G090700.1.p												
PAC:50588259	Ceric.09G090800	Ceric.09G090800.1	Ceric.09G090800.1.p												
PAC:50588001	Ceric.09G090900	Ceric.09G090900.1	Ceric.09G090900.1.p	PF00931	PTHR11017 PTHR11017:SF155				GO:0043531					LOC_Os11g29990	NBS-LRR type disease resistance protein, putative, expressed
PAC:50588003	Ceric.09G090900	Ceric.09G090900.2	Ceric.09G090900.2.p	PF00931	PTHR11017 PTHR11017:SF163				GO:0043531					LOC_Os11g29990	NBS-LRR type disease resistance protein, putative, expressed
PAC:50588002	Ceric.09G090900	Ceric.09G090900.3	Ceric.09G090900.3.p	PF00931	PTHR11017 PTHR11017:SF155				GO:0043531					LOC_Os11g29990	NBS-LRR type disease resistance protein, putative, expressed
PAC:50587438	Ceric.09G091000	Ceric.09G091000.1	Ceric.09G091000.1.p									Cre01.g006600	(1 of 121) 2.7.7.49 - RNA-directed DNA polymerase / Revertase		
PAC:50587439	Ceric.09G091000	Ceric.09G091000.2	Ceric.09G091000.2.p									Cre01.g006600	(1 of 121) 2.7.7.49 - RNA-directed DNA polymerase / Revertase		
PAC:50587218	Ceric.09G091100	Ceric.09G091100.1	Ceric.09G091100.1.p	PF07714	PTHR27003 PTHR27003:SF26	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005524 GO:0006468						
